date,item_id,price,item_count
02-01-2019,51,17.55,0
02-01-2019,52,5.68,0
02-01-2019,53,7.87,0
02-01-2019,54,6.51,0
02-01-2019,55,6.63,0
02-01-2019,57,3.93,0
02-01-2019,58,13.66,0
02-01-2019,60,15.69,0
02-01-2019,61,18.53,0
02-01-2019,62,5.7,0
02-01-2019,63,3.74,0
02-01-2019,64,16.09,0
02-01-2019,65,20.02,0
02-01-2019,66,6.31,0
02-01-2019,68,8.7,0
02-01-2019,69,26.04,0
02-01-2019,70,16.28,0
02-01-2019,71,3.98,0
02-01-2019,72,6.53,0
02-01-2019,74,4.11,0
02-01-2019,75,5.6,0
02-01-2019,77,7.7,0
02-01-2019,78,2.99,0
02-01-2019,79,3.75,0
02-01-2019,81,5.11,0
02-01-2019,82,5.45,0
02-01-2019,83,8.55,0
02-01-2019,84,19.77,0
02-01-2019,85,4.02,0
02-01-2019,86,6.5,0
02-01-2019,87,7.22,0
02-01-2019,88,16.06,0
02-01-2019,91,15.46,0
02-01-2019,92,3.23,0
02-01-2019,95,19.04,0
02-01-2019,96,21.93,0
02-01-2019,97,28.65,0
02-01-2019,98,5,0
02-01-2019,99,5.32,0
02-01-2019,100,2.48,0
03-01-2019,4,26.42,29
03-01-2019,12,4.87,6
03-01-2019,13,4.18,6
03-01-2019,16,3.21,144
03-01-2019,19,2.89,127
03-01-2019,21,23.23,7
03-01-2019,23,10.86,6
03-01-2019,25,6.23,1
03-01-2019,42,2.91,1
03-01-2019,45,23.43,1
03-01-2019,49,1.39,2
03-01-2019,56,28.75,18
03-01-2019,59,23.37,30
03-01-2019,67,7,30
03-01-2019,73,5.16,1
03-01-2019,76,17.93,32
03-01-2019,80,53.98,2
03-01-2019,94,5.71,1
03-01-2019,97,28.65,1
03-01-2019,1,6.71,0
03-01-2019,2,15.09,0
03-01-2019,3,29.22,0
03-01-2019,5,6.07,0
03-01-2019,6,5.61,0
03-01-2019,7,8.1,0
03-01-2019,8,24.98,0
03-01-2019,9,3.91,0
03-01-2019,10,21.13,0
03-01-2019,11,19.48,0
03-01-2019,14,3.9,0
03-01-2019,15,18.78,0
03-01-2019,17,6.21,0
03-01-2019,18,18.82,0
03-01-2019,20,7.95,0
03-01-2019,22,19.05,0
03-01-2019,24,7.91,0
03-01-2019,26,7.55,0
03-01-2019,27,26.21,0
03-01-2019,28,15.23,0
03-01-2019,29,2.43,0
03-01-2019,30,5.08,0
03-01-2019,31,5.62,0
03-01-2019,32,3.86,0
03-01-2019,33,20.8,0
03-01-2019,34,27.47,0
03-01-2019,35,4.36,0
03-01-2019,36,21.14,0
03-01-2019,37,7.36,0
03-01-2019,38,10.8,0
03-01-2019,39,19.03,0
03-01-2019,40,22.67,0
03-01-2019,41,6.01,0
03-01-2019,43,7.13,0
03-01-2019,44,5.5,0
03-01-2019,46,6.89,0
03-01-2019,47,8.01,0
03-01-2019,48,11.82,0
03-01-2019,50,26.37,0
03-01-2019,51,17.55,0
03-01-2019,52,5.68,0
03-01-2019,53,7.87,0
03-01-2019,54,6.51,0
03-01-2019,55,6.63,0
03-01-2019,57,3.93,0
03-01-2019,58,13.66,0
03-01-2019,60,15.69,0
03-01-2019,61,18.53,0
03-01-2019,62,5.7,0
03-01-2019,63,3.74,0
03-01-2019,64,16.09,0
03-01-2019,65,20.02,0
03-01-2019,66,6.31,0
03-01-2019,68,8.7,0
03-01-2019,69,26.04,0
03-01-2019,70,16.28,0
03-01-2019,71,3.98,0
03-01-2019,72,6.53,0
03-01-2019,74,4.11,0
03-01-2019,75,5.6,0
03-01-2019,77,7.7,0
03-01-2019,78,2.99,0
03-01-2019,79,3.75,0
03-01-2019,81,5.11,0
03-01-2019,82,5.45,0
03-01-2019,83,8.55,0
03-01-2019,84,19.77,0
03-01-2019,85,4.02,0
03-01-2019,86,6.5,0
03-01-2019,87,7.22,0
03-01-2019,88,16.06,0
03-01-2019,89,3.06,0
03-01-2019,90,7.71,0
03-01-2019,91,15.46,0
03-01-2019,92,3.23,0
03-01-2019,93,12.44,0
03-01-2019,95,19.04,0
03-01-2019,96,21.93,0
03-01-2019,98,5,0
03-01-2019,99,5.32,0
03-01-2019,100,2.48,0
04-01-2019,3,29.22,6
04-01-2019,4,26.42,18
04-01-2019,12,4.87,6
04-01-2019,13,4.18,11
04-01-2019,16,3.21,211
04-01-2019,19,2.89,143
04-01-2019,21,23.23,14
04-01-2019,23,10.86,13
04-01-2019,29,2.43,1
04-01-2019,42,2.91,1
04-01-2019,45,23.43,1
04-01-2019,49,1.39,2
04-01-2019,56,28.75,20
04-01-2019,59,23.37,39
04-01-2019,67,7,20
04-01-2019,76,17.93,56
04-01-2019,80,53.98,1
04-01-2019,90,7.71,1
04-01-2019,1,6.71,0
04-01-2019,2,15.09,0
04-01-2019,5,6.07,0
04-01-2019,6,5.61,0
04-01-2019,7,8.1,0
04-01-2019,8,24.98,0
04-01-2019,9,3.91,0
04-01-2019,10,21.13,0
04-01-2019,11,19.48,0
04-01-2019,14,3.9,0
04-01-2019,15,18.78,0
04-01-2019,17,6.21,0
04-01-2019,18,18.82,0
04-01-2019,20,7.95,0
04-01-2019,22,19.05,0
04-01-2019,24,7.91,0
04-01-2019,25,6.23,0
04-01-2019,26,7.55,0
04-01-2019,27,26.21,0
04-01-2019,28,15.23,0
04-01-2019,30,5.08,0
04-01-2019,31,5.62,0
04-01-2019,32,3.86,0
04-01-2019,33,20.8,0
04-01-2019,34,27.47,0
04-01-2019,35,4.36,0
04-01-2019,36,21.14,0
04-01-2019,37,7.36,0
04-01-2019,38,10.8,0
04-01-2019,39,19.03,0
04-01-2019,40,22.67,0
04-01-2019,41,6.01,0
04-01-2019,43,7.13,0
04-01-2019,44,5.5,0
04-01-2019,46,6.89,0
04-01-2019,47,8.01,0
04-01-2019,48,11.82,0
04-01-2019,50,26.37,0
04-01-2019,51,17.55,0
04-01-2019,52,5.68,0
04-01-2019,53,7.87,0
04-01-2019,54,6.51,0
04-01-2019,55,6.63,0
04-01-2019,57,3.93,0
04-01-2019,58,13.66,0
04-01-2019,60,15.69,0
04-01-2019,61,18.53,0
04-01-2019,62,5.7,0
04-01-2019,63,3.74,0
04-01-2019,64,16.09,0
04-01-2019,65,20.02,0
04-01-2019,66,6.31,0
04-01-2019,68,8.7,0
04-01-2019,69,26.04,0
04-01-2019,70,16.28,0
04-01-2019,71,3.98,0
04-01-2019,72,6.53,0
04-01-2019,73,5.16,0
04-01-2019,74,4.11,0
04-01-2019,75,5.6,0
04-01-2019,77,7.7,0
04-01-2019,78,2.99,0
04-01-2019,79,3.75,0
04-01-2019,81,5.11,0
04-01-2019,82,5.45,0
04-01-2019,83,8.55,0
04-01-2019,84,19.77,0
04-01-2019,85,4.02,0
04-01-2019,86,6.5,0
04-01-2019,87,7.22,0
04-01-2019,88,16.06,0
04-01-2019,89,3.06,0
04-01-2019,91,15.46,0
04-01-2019,92,3.23,0
04-01-2019,93,12.44,0
04-01-2019,94,5.71,0
04-01-2019,95,19.04,0
04-01-2019,96,21.93,0
04-01-2019,97,28.65,0
04-01-2019,98,5,0
04-01-2019,99,5.32,0
04-01-2019,100,2.48,0
05-01-2019,3,29.22,4
05-01-2019,4,26.42,29
05-01-2019,12,4.87,15
05-01-2019,13,4.18,14
05-01-2019,16,3.21,169
05-01-2019,19,2.89,162
05-01-2019,21,23.23,9
05-01-2019,23,10.86,8
05-01-2019,42,2.91,1
05-01-2019,45,23.43,5
05-01-2019,49,1.39,2
05-01-2019,50,26.37,1
05-01-2019,56,28.75,22
05-01-2019,59,23.37,30
05-01-2019,67,7,27
05-01-2019,68,8.7,1
05-01-2019,75,5.6,1
05-01-2019,76,17.93,48
05-01-2019,90,7.71,2
05-01-2019,91,15.46,1
05-01-2019,97,28.65,1
05-01-2019,1,6.71,0
05-01-2019,2,15.09,0
05-01-2019,5,6.07,0
05-01-2019,6,5.61,0
05-01-2019,7,8.1,0
05-01-2019,8,24.98,0
05-01-2019,9,3.91,0
05-01-2019,10,21.13,0
05-01-2019,11,19.48,0
05-01-2019,14,3.9,0
05-01-2019,15,18.78,0
05-01-2019,17,6.21,0
05-01-2019,18,18.82,0
05-01-2019,20,7.95,0
05-01-2019,22,19.05,0
05-01-2019,24,7.91,0
05-01-2019,25,6.23,0
05-01-2019,26,7.55,0
05-01-2019,27,26.21,0
05-01-2019,28,15.23,0
05-01-2019,29,2.43,0
05-01-2019,30,5.08,0
05-01-2019,31,5.62,0
05-01-2019,32,3.86,0
05-01-2019,33,20.8,0
05-01-2019,34,27.47,0
05-01-2019,35,4.36,0
05-01-2019,36,21.14,0
05-01-2019,37,7.36,0
05-01-2019,38,10.8,0
05-01-2019,39,19.03,0
05-01-2019,40,22.67,0
05-01-2019,41,6.01,0
05-01-2019,43,7.13,0
05-01-2019,44,5.5,0
05-01-2019,46,6.89,0
05-01-2019,47,8.01,0
05-01-2019,48,11.82,0
05-01-2019,51,17.55,0
05-01-2019,52,5.68,0
05-01-2019,53,7.87,0
05-01-2019,54,6.51,0
05-01-2019,55,6.63,0
05-01-2019,57,3.93,0
05-01-2019,58,13.66,0
05-01-2019,60,15.69,0
05-01-2019,61,18.53,0
05-01-2019,62,5.7,0
05-01-2019,63,3.74,0
05-01-2019,64,16.09,0
05-01-2019,65,20.02,0
05-01-2019,66,6.31,0
05-01-2019,69,26.04,0
05-01-2019,70,16.28,0
05-01-2019,71,3.98,0
05-01-2019,72,6.53,0
05-01-2019,73,5.16,0
05-01-2019,74,4.11,0
05-01-2019,77,7.7,0
05-01-2019,78,2.99,0
05-01-2019,79,3.75,0
05-01-2019,80,53.98,0
05-01-2019,81,5.11,0
05-01-2019,82,5.45,0
05-01-2019,83,8.55,0
05-01-2019,84,19.77,0
05-01-2019,85,4.02,0
05-01-2019,86,6.5,0
05-01-2019,87,7.22,0
05-01-2019,88,16.06,0
05-01-2019,89,3.06,0
05-01-2019,92,3.23,0
05-01-2019,93,12.44,0
05-01-2019,94,5.71,0
05-01-2019,95,19.04,0
05-01-2019,96,21.93,0
05-01-2019,98,5,0
05-01-2019,99,5.32,0
05-01-2019,100,2.48,0
06-01-2019,3,29.22,1
06-01-2019,4,26.42,9
06-01-2019,12,4.87,3
06-01-2019,13,4.18,6
06-01-2019,16,3.21,51
06-01-2019,19,2.89,61
06-01-2019,21,23.23,2
06-01-2019,23,10.86,4
06-01-2019,26,7.55,1
06-01-2019,27,26.21,1
06-01-2019,42,2.91,1
06-01-2019,45,23.43,2
06-01-2019,49,1.39,3
06-01-2019,56,28.75,3
06-01-2019,59,23.37,13
06-01-2019,67,7,7
06-01-2019,71,3.98,1
06-01-2019,76,17.93,16
06-01-2019,79,3.75,1
06-01-2019,94,5.71,1
06-01-2019,1,6.71,0
06-01-2019,2,15.09,0
06-01-2019,5,6.07,0
06-01-2019,6,5.61,0
06-01-2019,7,8.1,0
06-01-2019,8,24.98,0
06-01-2019,9,3.91,0
06-01-2019,10,21.13,0
06-01-2019,11,19.48,0
06-01-2019,14,3.9,0
06-01-2019,15,18.78,0
06-01-2019,17,6.21,0
06-01-2019,18,18.82,0
06-01-2019,20,7.95,0
06-01-2019,22,19.05,0
06-01-2019,24,7.91,0
06-01-2019,25,6.23,0
06-01-2019,28,15.23,0
06-01-2019,29,2.43,0
06-01-2019,30,5.08,0
06-01-2019,31,5.62,0
06-01-2019,32,3.86,0
06-01-2019,33,20.8,0
06-01-2019,34,27.47,0
06-01-2019,35,4.36,0
06-01-2019,36,21.14,0
06-01-2019,37,7.36,0
06-01-2019,38,10.8,0
06-01-2019,39,19.03,0
06-01-2019,40,22.67,0
06-01-2019,41,6.01,0
06-01-2019,43,7.13,0
06-01-2019,44,5.5,0
06-01-2019,46,6.89,0
06-01-2019,47,8.01,0
06-01-2019,48,11.82,0
06-01-2019,50,26.37,0
06-01-2019,51,17.55,0
06-01-2019,52,5.68,0
06-01-2019,53,7.87,0
06-01-2019,54,6.51,0
06-01-2019,55,6.63,0
06-01-2019,57,3.93,0
06-01-2019,58,13.66,0
06-01-2019,60,15.69,0
06-01-2019,61,18.53,0
06-01-2019,62,5.7,0
06-01-2019,63,3.74,0
06-01-2019,64,16.09,0
06-01-2019,65,20.02,0
06-01-2019,66,6.31,0
06-01-2019,68,8.7,0
06-01-2019,69,26.04,0
06-01-2019,70,16.28,0
06-01-2019,72,6.53,0
06-01-2019,73,5.16,0
06-01-2019,74,4.11,0
06-01-2019,75,5.6,0
06-01-2019,77,7.7,0
06-01-2019,78,2.99,0
06-01-2019,80,53.98,0
06-01-2019,81,5.11,0
06-01-2019,82,5.45,0
06-01-2019,83,8.55,0
06-01-2019,84,19.77,0
06-01-2019,85,4.02,0
06-01-2019,86,6.5,0
06-01-2019,87,7.22,0
06-01-2019,88,16.06,0
06-01-2019,89,3.06,0
06-01-2019,90,7.71,0
06-01-2019,91,15.46,0
06-01-2019,92,3.23,0
06-01-2019,93,12.44,0
06-01-2019,95,19.04,0
06-01-2019,96,21.93,0
06-01-2019,97,28.65,0
06-01-2019,98,5,0
06-01-2019,99,5.32,0
06-01-2019,100,2.48,0
07-01-2019,3,29.22,1
07-01-2019,4,26.42,13
07-01-2019,12,4.87,3
07-01-2019,13,4.18,4
07-01-2019,16,3.21,65
07-01-2019,19,2.89,80
07-01-2019,21,23.23,1
07-01-2019,23,10.86,2
07-01-2019,42,2.91,1
07-01-2019,56,28.75,5
07-01-2019,59,23.37,13
07-01-2019,67,7,9
07-01-2019,68,8.7,1
07-01-2019,73,5.16,2
07-01-2019,76,17.93,25
07-01-2019,79,3.75,1
07-01-2019,88,16.06,1
07-01-2019,89,3.06,3
07-01-2019,92,3.23,1
07-01-2019,94,5.71,1
07-01-2019,1,6.71,0
07-01-2019,2,15.09,0
07-01-2019,5,6.07,0
07-01-2019,6,5.61,0
07-01-2019,7,8.1,0
07-01-2019,8,24.98,0
07-01-2019,9,3.91,0
07-01-2019,10,21.13,0
07-01-2019,11,19.48,0
07-01-2019,14,3.9,0
07-01-2019,15,18.78,0
07-01-2019,17,6.21,0
07-01-2019,18,18.82,0
07-01-2019,20,7.95,0
07-01-2019,22,19.05,0
07-01-2019,24,7.91,0
07-01-2019,25,6.23,0
07-01-2019,26,7.55,0
07-01-2019,27,26.21,0
07-01-2019,28,15.23,0
07-01-2019,29,2.43,0
07-01-2019,30,5.08,0
07-01-2019,31,5.62,0
07-01-2019,32,3.86,0
07-01-2019,33,20.8,0
07-01-2019,34,27.47,0
07-01-2019,35,4.36,0
07-01-2019,36,21.14,0
07-01-2019,37,7.36,0
07-01-2019,38,10.8,0
07-01-2019,39,19.03,0
07-01-2019,40,22.67,0
07-01-2019,41,6.01,0
07-01-2019,43,7.13,0
07-01-2019,44,5.5,0
07-01-2019,45,23.43,0
07-01-2019,46,6.89,0
07-01-2019,47,8.01,0
07-01-2019,48,11.82,0
07-01-2019,49,1.39,0
07-01-2019,50,26.37,0
07-01-2019,51,17.55,0
07-01-2019,52,5.68,0
07-01-2019,53,7.87,0
07-01-2019,54,6.51,0
07-01-2019,55,6.63,0
07-01-2019,57,3.93,0
07-01-2019,58,13.66,0
07-01-2019,60,15.69,0
07-01-2019,61,18.53,0
07-01-2019,62,5.7,0
07-01-2019,63,3.74,0
07-01-2019,64,16.09,0
07-01-2019,65,20.02,0
07-01-2019,66,6.31,0
07-01-2019,69,26.04,0
07-01-2019,70,16.28,0
07-01-2019,71,3.98,0
07-01-2019,72,6.53,0
07-01-2019,74,4.11,0
07-01-2019,75,5.6,0
07-01-2019,77,7.7,0
07-01-2019,78,2.99,0
07-01-2019,80,53.98,0
07-01-2019,81,5.11,0
07-01-2019,82,5.45,0
07-01-2019,83,8.55,0
07-01-2019,84,19.77,0
07-01-2019,85,4.02,0
07-01-2019,86,6.5,0
07-01-2019,87,7.22,0
07-01-2019,90,7.71,0
07-01-2019,91,15.46,0
07-01-2019,93,12.44,0
07-01-2019,95,19.04,0
07-01-2019,96,21.93,0
07-01-2019,97,28.65,0
07-01-2019,98,5,0
07-01-2019,99,5.32,0
07-01-2019,100,2.48,0
08-01-2019,4,26.42,10
08-01-2019,12,4.87,3
08-01-2019,13,4.18,8
08-01-2019,16,3.21,75
08-01-2019,19,2.89,80
08-01-2019,21,23.23,2
08-01-2019,23,10.86,6
08-01-2019,42,2.91,2
08-01-2019,56,28.75,6
08-01-2019,58,13.66,1
08-01-2019,59,23.37,21
08-01-2019,62,5.7,1
08-01-2019,67,7,9
08-01-2019,74,4.11,1
08-01-2019,76,17.93,27
08-01-2019,80,53.98,1
08-01-2019,89,3.06,1
08-01-2019,1,6.71,0
08-01-2019,2,15.09,0
08-01-2019,3,29.22,0
08-01-2019,5,6.07,0
08-01-2019,6,5.61,0
08-01-2019,7,8.1,0
08-01-2019,8,24.98,0
08-01-2019,9,3.91,0
08-01-2019,10,21.13,0
08-01-2019,11,19.48,0
08-01-2019,14,3.9,0
08-01-2019,15,18.78,0
08-01-2019,17,6.21,0
08-01-2019,18,18.82,0
08-01-2019,20,7.95,0
08-01-2019,22,19.05,0
08-01-2019,24,7.91,0
08-01-2019,25,6.23,0
08-01-2019,26,7.55,0
08-01-2019,27,26.21,0
08-01-2019,28,15.23,0
08-01-2019,29,2.43,0
08-01-2019,30,5.08,0
08-01-2019,31,5.62,0
08-01-2019,32,3.86,0
08-01-2019,33,20.8,0
08-01-2019,34,27.47,0
08-01-2019,35,4.36,0
08-01-2019,36,21.14,0
08-01-2019,37,7.36,0
08-01-2019,38,10.8,0
08-01-2019,39,19.03,0
08-01-2019,40,22.67,0
08-01-2019,41,6.01,0
08-01-2019,43,7.13,0
08-01-2019,44,5.5,0
08-01-2019,45,23.43,0
08-01-2019,46,6.89,0
08-01-2019,47,8.01,0
08-01-2019,48,11.82,0
08-01-2019,49,1.39,0
08-01-2019,50,26.37,0
08-01-2019,51,17.55,0
08-01-2019,52,5.68,0
08-01-2019,53,7.87,0
08-01-2019,54,6.51,0
08-01-2019,55,6.63,0
08-01-2019,57,3.93,0
08-01-2019,60,15.69,0
08-01-2019,61,18.53,0
08-01-2019,63,3.74,0
08-01-2019,64,16.09,0
08-01-2019,65,20.02,0
08-01-2019,66,6.31,0
08-01-2019,68,8.7,0
08-01-2019,69,26.04,0
08-01-2019,70,16.28,0
08-01-2019,71,3.98,0
08-01-2019,72,6.53,0
08-01-2019,73,5.16,0
08-01-2019,75,5.6,0
08-01-2019,77,7.7,0
08-01-2019,78,2.99,0
08-01-2019,79,3.75,0
08-01-2019,81,5.11,0
08-01-2019,82,5.45,0
08-01-2019,83,8.55,0
08-01-2019,84,19.77,0
08-01-2019,85,4.02,0
08-01-2019,86,6.5,0
08-01-2019,87,7.22,0
08-01-2019,88,16.06,0
08-01-2019,90,7.71,0
08-01-2019,91,15.46,0
08-01-2019,92,3.23,0
08-01-2019,93,12.44,0
08-01-2019,94,5.71,0
08-01-2019,95,19.04,0
08-01-2019,96,21.93,0
08-01-2019,97,28.65,0
08-01-2019,98,5,0
08-01-2019,99,5.32,0
08-01-2019,100,2.48,0
09-01-2019,3,29.22,2
09-01-2019,4,26.42,19
09-01-2019,8,24.98,1
09-01-2019,12,4.87,6
09-01-2019,13,4.18,12
09-01-2019,16,3.21,115
09-01-2019,19,2.89,99
09-01-2019,21,23.23,6
09-01-2019,23,10.86,5
09-01-2019,25,6.23,1
09-01-2019,42,2.91,1
09-01-2019,45,23.43,1
09-01-2019,49,1.39,2
09-01-2019,56,28.75,5
09-01-2019,59,23.37,24
09-01-2019,67,7,14
09-01-2019,76,17.93,31
09-01-2019,90,7.71,1
09-01-2019,97,28.65,1
09-01-2019,1,6.71,0
09-01-2019,2,15.09,0
09-01-2019,5,6.07,0
09-01-2019,6,5.61,0
09-01-2019,7,8.1,0
09-01-2019,9,3.91,0
09-01-2019,10,21.13,0
09-01-2019,11,19.48,0
09-01-2019,14,3.9,0
09-01-2019,15,18.78,0
09-01-2019,17,6.21,0
09-01-2019,18,18.82,0
09-01-2019,20,7.95,0
09-01-2019,22,19.05,0
09-01-2019,24,7.91,0
09-01-2019,26,7.55,0
09-01-2019,27,26.21,0
09-01-2019,28,15.23,0
09-01-2019,29,2.43,0
09-01-2019,30,5.08,0
09-01-2019,31,5.62,0
09-01-2019,32,3.86,0
09-01-2019,33,20.8,0
09-01-2019,34,27.47,0
09-01-2019,35,4.36,0
09-01-2019,36,21.14,0
09-01-2019,37,7.36,0
09-01-2019,38,10.8,0
09-01-2019,39,19.03,0
09-01-2019,40,22.67,0
09-01-2019,41,6.01,0
09-01-2019,43,7.13,0
09-01-2019,44,5.5,0
09-01-2019,46,6.89,0
09-01-2019,47,8.01,0
09-01-2019,48,11.82,0
09-01-2019,50,26.37,0
09-01-2019,51,17.55,0
09-01-2019,52,5.68,0
09-01-2019,53,7.87,0
09-01-2019,54,6.51,0
09-01-2019,55,6.63,0
09-01-2019,57,3.93,0
09-01-2019,58,13.66,0
09-01-2019,60,15.69,0
09-01-2019,61,18.53,0
09-01-2019,62,5.7,0
09-01-2019,63,3.74,0
09-01-2019,64,16.09,0
09-01-2019,65,20.02,0
09-01-2019,66,6.31,0
09-01-2019,68,8.7,0
09-01-2019,69,26.04,0
09-01-2019,70,16.28,0
09-01-2019,71,3.98,0
09-01-2019,72,6.53,0
09-01-2019,73,5.16,0
09-01-2019,74,4.11,0
09-01-2019,75,5.6,0
09-01-2019,77,7.7,0
09-01-2019,78,2.99,0
09-01-2019,79,3.75,0
09-01-2019,80,53.98,0
09-01-2019,81,5.11,0
09-01-2019,82,5.45,0
09-01-2019,83,8.55,0
09-01-2019,84,19.77,0
09-01-2019,85,4.02,0
09-01-2019,86,6.5,0
09-01-2019,87,7.22,0
09-01-2019,88,16.06,0
09-01-2019,89,3.06,0
09-01-2019,91,15.46,0
09-01-2019,92,3.23,0
09-01-2019,93,12.44,0
09-01-2019,94,5.71,0
09-01-2019,95,19.04,0
09-01-2019,96,21.93,0
09-01-2019,98,5,0
09-01-2019,99,5.32,0
09-01-2019,100,2.48,0
10-01-2019,3,29.22,2
10-01-2019,4,26.42,25
10-01-2019,12,4.87,9
10-01-2019,13,4.18,9
10-01-2019,14,3.9,1
10-01-2019,16,3.21,138
10-01-2019,19,2.89,135
10-01-2019,21,23.23,8
10-01-2019,23,10.86,12
10-01-2019,25,6.23,1
10-01-2019,36,21.14,1
10-01-2019,42,2.91,2
10-01-2019,45,23.43,1
10-01-2019,49,1.39,3
10-01-2019,56,28.75,17
10-01-2019,59,23.37,29
10-01-2019,67,7,16
10-01-2019,73,5.16,1
10-01-2019,76,17.93,38
10-01-2019,89,3.06,1
10-01-2019,90,7.71,2
10-01-2019,97,28.65,1
10-01-2019,1,6.71,0
10-01-2019,2,15.09,0
10-01-2019,5,6.07,0
10-01-2019,6,5.61,0
10-01-2019,7,8.1,0
10-01-2019,8,24.98,0
10-01-2019,9,3.91,0
10-01-2019,10,21.13,0
10-01-2019,11,19.48,0
10-01-2019,15,18.78,0
10-01-2019,17,6.21,0
10-01-2019,18,18.82,0
